,AUD,EUR,NZD,GBP,BRL,CAD,CNY,DKK,HKD,INR,JPY,MYR,MXN,NOK,ZAR,SGD,KRW,LKR,SEK,CHF,TWD,THB,VEB
2016-01-01,1.395478649,0.925668796,1.483679525,0.680920605,4.0613,1.397,6.5338,6.9072,7.7505,66.56,119.3,4.342,17.36,8.9246,15.615,1.4264,1191.46,143.54,8.5057,1.0042,33.15,36.15,6.2842
2016-01-02,1.395478649,0.925668796,1.483679525,0.680920605,4.0613,1.397,6.5338,6.9072,7.7505,66.56,119.3,4.342,17.36,8.9246,15.615,1.4264,1191.46,143.54,8.5057,1.0042,33.15,36.15,6.2842
2016-01-03,1.395478649,0.925668796,1.483679525,0.680920605,4.0613,1.397,6.5338,6.9072,7.7505,66.56,119.3,4.342,17.36,8.9246,15.615,1.4264,1191.46,143.54,8.5057,1.0042,33.15,36.15,6.2842
2016-01-04,1.395478649,0.925668796,1.483679525,0.680920605,4.0613,1.397,6.5338,6.9072,7.7505,66.56,119.3,4.342,17.36,8.9246,15.615,1.4264,1191.46,143.54,8.5057,1.0042,33.15,36.15,6.2842
2016-01-05,1.398405817,0.930838686,1.492537313,0.681942171,4.0108,1.3991,6.5219,6.9441,7.7517,66.49,118.95,4.34,17.3595,8.9165,15.626,1.4279,1190.43,144.2,8.5987,1.0096,33.14,36.12,6.2842
2016-01-06,1.414427157,0.929195317,1.505570611,0.683713934,4.0163,1.4084,6.5554,6.9328,7.7523,66.71,118.54,4.389,17.436,8.9668,15.7855,1.4356,1200.16,143.9,8.6024,1.0084,33.27,36.23,6.2842
2016-01-07,1.423487544,0.920810313,1.503081317,0.685918101,4.0504,1.4061,6.5926,6.8692,7.7541,66.73,118,4.39,17.6525,8.919,15.974,1.4306,1193.05,143.68,8.5106,1.0018,33.2,36.21,6.2842
2016-01-08,1.433486239,0.918695452,1.524622656,0.688562969,4.048,1.415,6.5932,6.8527,7.7636,66.82,117.74,4.375,17.9145,8.9045,16.18,1.4414,1206.97,143.56,8.5287,0.9972,33.34,36.32,6.2842
2016-01-09,1.433486239,0.918695452,1.524622656,0.688562969,4.048,1.415,6.5932,6.8527,7.7636,66.82,117.74,4.375,17.9145,8.9045,16.18,1.4414,1206.97,143.56,8.5287,0.9972,33.34,36.32,6.2842
2016-01-10,1.433486239,0.918695452,1.524622656,0.688562969,4.048,1.415,6.5932,6.8527,7.7636,66.82,117.74,4.375,17.9145,8.9045,16.18,1.4414,1206.97,143.56,8.5287,0.9972,33.34,36.32,6.2842
2016-01-11,1.43020595,0.919286634,1.52578578,0.686624554,4.0464,1.4203,6.5675,6.8586,7.7596,66.78,117.48,4.38,17.956,8.9399,16.8025,1.4352,1206.55,143.68,8.5253,1,33.38,36.29,6.2842
2016-01-12,1.433691756,0.922764603,1.533036946,0.694299799,4.0454,1.4293,6.57,6.8846,7.7617,66.85,117.78,4.409,17.923,8.9039,16.7125,1.4381,1208.95,143.68,8.5535,1.003,33.41,36.33,6.2842
2016-01-13,1.429388222,0.920640766,1.524622656,0.691085003,3.9893,1.4294,6.57,6.8698,7.7594,66.74,118.06,4.409,17.8595,8.8019,16.3905,1.4338,1208.95,143.68,8.5165,1.0064,33.41,36.33,6.2842
2016-01-14,1.432664756,0.920640766,1.545595054,0.694010688,4.0032,1.4374,6.5891,6.8713,7.7854,67.37,118.03,4.39,17.893,8.7635,16.4305,1.4372,1211.28,143.4,8.5348,1.0072,33.49,36.33,6.2842
2016-01-15,1.456876457,0.912075885,1.554968123,0.699839037,4.048,1.4531,6.584,6.8069,7.7962,67.74,116.78,4.3965,18.2475,8.8195,16.8125,1.4403,1216.95,143.26,8.5512,0.9984,33.61,36.33,6.2842
2016-01-16,1.456876457,0.912075885,1.554968123,0.699839037,4.048,1.4531,6.584,6.8069,7.7962,67.74,116.78,4.3965,18.2475,8.8195,16.8125,1.4403,1216.95,143.26,8.5512,0.9984,33.61,36.33,6.2842
2016-01-17,1.456876457,0.912075885,1.554968123,0.699839037,4.048,1.4531,6.584,6.8069,7.7962,67.74,116.78,4.3965,18.2475,8.8195,16.8125,1.4403,1216.95,143.26,8.5512,0.9984,33.61,36.33,6.2842
2016-01-18,1.456876457,0.912075885,1.554968123,0.699839037,4.048,1.4531,6.584,6.8069,7.7962,67.74,116.78,4.3965,18.2475,8.8195,16.8125,1.4403,1216.95,143.26,8.5512,0.9984,33.61,36.33,6.2842
2016-01-19,1.443209698,0.916926462,1.541069502,0.705666502,4.042,1.4513,6.5783,6.8436,7.8173,67.68,117.66,4.3625,18.1845,8.7946,16.693,1.4359,1205.61,143.4,8.5477,1.0032,33.57,36.29,6.2842
2016-01-20,1.458789205,0.916758343,1.565190171,0.705865744,4.1103,1.4592,6.5781,6.8429,7.827,68.05,116.38,4.391,18.5945,8.898,16.8845,1.4389,1215.4,143.4,8.5825,1.0032,33.74,36.29,6.2842
2016-01-21,1.427959446,0.923105326,1.533272002,0.704324553,4.1299,1.4244,6.5794,6.8885,7.8144,67.87,117.61,4.373,18.4655,8.8153,16.5125,1.4347,1204.31,143.4,8.5655,1.0112,33.56,36.18,6.2842
2016-01-22,1.425719989,0.924727205,1.542495758,0.698909701,4.1061,1.4153,6.5788,6.8998,7.7922,67.55,118.37,4.294,18.45,8.759,16.4625,1.4277,1195.66,143.4,8.5754,1.0148,33.49,35.99,6.2842
2016-01-23,1.425719989,0.924727205,1.542495758,0.698909701,4.1061,1.4153,6.5788,6.8998,7.7922,67.55,118.37,4.294,18.45,8.759,16.4625,1.4277,1195.66,143.4,8.5754,1.0148,33.49,35.99,6.2842
2016-01-24,1.425719989,0.924727205,1.542495758,0.698909701,4.1061,1.4153,6.5788,6.8998,7.7922,67.55,118.37,4.294,18.45,8.759,16.4625,1.4277,1195.66,143.4,8.5754,1.0148,33.49,35.99,6.2842
2016-01-25,1.43472023,0.923190547,1.544878727,0.702000702,4.0887,1.4248,6.579,6.8905,7.7881,67.71,118.55,4.294,18.56,8.7447,16.451,1.4279,1194.3,143.76,8.5694,1.0148,33.5,35.89,6.2842
2016-01-26,1.427551749,0.921998894,1.540357363,0.697252824,4.0701,1.4062,6.5814,6.8799,7.7932,67.75,118.5,4.2885,18.475,8.6972,16.3535,1.4259,1199.64,143.24,8.5614,1.0189,33.46,35.83,6.2842
2016-01-27,1.413627368,0.920217171,1.532097441,0.701213099,4.0557,1.404,6.5773,6.8666,7.7942,67.98,118.9,4.253,18.378,8.6589,16.3355,1.4283,1199.25,143.54,8.5124,1.0176,33.55,35.77,6.2842
2016-01-28,1.411432604,0.913075237,1.543924656,0.696815553,4.0979,1.4077,6.5744,6.8135,7.7939,68.08,118.61,4.21,18.312,8.6332,16.1995,1.427,1204.08,143.54,8.5048,1.0134,33.53,35.78,6.2842
2016-01-29,1.414227125,0.923190547,1.545833977,0.705019741,4.0364,1.4074,6.5752,6.8886,7.7876,67.87,121.05,4.15,18.211,8.7071,15.9535,1.4241,1210.04,143.2,8.5709,1.0226,33.43,35.67,6.2842
2016-01-30,1.414227125,0.923190547,1.545833977,0.705019741,4.0364,1.4074,6.5752,6.8886,7.7876,67.87,121.05,4.15,18.211,8.7071,15.9535,1.4241,1210.04,143.2,8.5709,1.0226,33.43,35.67,6.2842
2016-01-31,1.414227125,0.923190547,1.545833977,0.705019741,4.0364,1.4074,6.5752,6.8886,7.7876,67.87,121.05,4.15,18.211,8.7071,15.9535,1.4241,1210.04,143.2,8.5709,1.0226,33.43,35.67,6.2842
2016-02-01,1.411631846,0.918442322,1.535626536,0.696039535,3.9866,1.4005,6.5778,6.854,7.7739,67.92,121.06,4.15,18.293,8.7104,15.948,1.4239,1203.19,143.81,8.5385,1.0202,33.41,35.58,6.2842
2016-02-02,1.416831964,0.916758343,1.539171926,0.694492673,3.9885,1.4039,6.5795,6.841,7.7924,67.92,120.27,4.205,18.4895,8.7184,16.1835,1.4269,1212.01,143.65,8.5749,1.0181,33.51,35.75,6.2842
2016-02-03,1.401738155,0.904895485,1.501726986,0.686059276,3.9478,1.3843,6.5765,6.7529,7.7969,67.92,117.92,4.219,18.393,8.6074,16.14,1.4225,1211.33,143.27,8.4745,1.007,33.42,35.77,6.2842
2016-02-04,1.385809313,0.892936869,1.486104919,0.685871056,3.8785,1.3724,6.5638,6.6641,7.7872,67.57,116.75,4.145,18.2255,8.482,15.8305,1.3953,1186.11,143.27,8.3983,0.9926,33,35.55,6.2842
2016-02-05,1.411631846,0.898391879,1.510802236,0.691180536,3.9101,1.3875,6.571,6.7052,7.7929,67.78,116.99,4.155,18.372,8.6002,15.9785,1.4065,1204.69,143.34,8.4802,0.9938,33.37,35.56,6.2842
2016-02-06,1.411631846,0.898391879,1.510802236,0.691180536,3.9101,1.3875,6.571,6.7052,7.7929,67.78,116.99,4.155,18.372,8.6002,15.9785,1.4065,1204.69,143.34,8.4802,0.9938,33.37,35.56,6.2842
2016-02-07,1.411631846,0.898391879,1.510802236,0.691180536,3.9101,1.3875,6.571,6.7052,7.7929,67.78,116.99,4.155,18.372,8.6002,15.9785,1.4065,1204.69,143.34,8.4802,0.9938,33.37,35.56,6.2842
2016-02-08,1.407855836,0.895255148,1.506704837,0.693721818,3.8979,1.3921,6.571,6.6819,7.7911,67.98,115.7,4.155,18.6485,8.5956,16.14,1.4027,1205.1,143.33,8.4593,0.9885,33.41,35.51,6.2842
2016-02-09,1.415428167,0.884955752,1.504211793,0.690941754,3.8863,1.386,6.571,6.6047,7.7955,67.92,114.8,4.155,18.8627,8.5929,16.0532,1.397,1200.39,143.95,8.4061,0.972,33.23,35.39,6.2842
2016-02-10,1.410636197,0.891106755,1.502629602,0.690941754,3.9366,1.3969,6.571,6.6512,7.7909,67.85,114.03,4.118,18.847,8.5613,15.8555,1.3943,1189.69,143.9,8.4612,0.9779,33,35.31,6.2842
2016-02-11,1.409244645,0.880126738,1.496557917,0.69213732,3.9704,1.3933,6.571,6.5691,7.7924,68.44,111.72,4.135,19.1925,8.5465,15.82,1.3881,1196.89,143.9,8.344,0.9706,32.95,35.22,6.2842
2016-02-12,1.408847563,0.890075656,1.508750754,0.691562932,3.9764,1.3834,6.571,6.6437,7.789,68.12,112.96,4.167,19.004,8.5917,15.825,1.3961,1205.13,143.45,8.4337,0.9768,33.04,35.59,6.2842
2016-02-13,1.408847563,0.890075656,1.508750754,0.691562932,3.9764,1.3834,6.571,6.6437,7.789,68.12,112.96,4.167,19.004,8.5917,15.825,1.3961,1205.13,143.45,8.4337,0.9768,33.04,35.59,6.2842
2016-02-14,1.408847563,0.890075656,1.508750754,0.691562932,3.9764,1.3834,6.571,6.6437,7.789,68.12,112.96,4.167,19.004,8.5917,15.825,1.3961,1205.13,143.45,8.4337,0.9768,33.04,35.59,6.2842
2016-02-15,1.408847563,0.890075656,1.508750754,0.691562932,3.9764,1.3834,6.571,6.6437,7.789,68.12,112.96,4.167,19.004,8.5917,15.825,1.3961,1205.13,143.45,8.4337,0.9768,33.04,35.59,6.2842
2016-02-16,1.407855836,0.897666068,1.523229246,0.699790063,4.0564,1.3857,6.5154,6.7007,7.7893,68.48,113.9,4.15,18.789,8.6203,15.705,1.4054,1219.44,143.96,8.4959,0.9884,33.21,35.65,6.2842
2016-02-17,1.395089286,0.897666068,1.508750754,0.69847035,3.9856,1.3682,6.527,6.7001,7.7858,68.33,114.14,4.2125,18.275,8.5696,15.47,1.4053,1222.32,143.86,8.5104,0.9926,33.25,35.6,6.2842
2016-02-18,1.398601399,0.901550667,1.509206158,0.697690644,4.0191,1.3718,6.5163,6.7271,7.779,68.54,113.62,4.16,18.1705,8.5961,15.37,1.4043,1231.15,143.86,8.4758,0.994,33.26,35.58,6.2842
2016-02-19,1.403508772,0.898714838,1.511715797,0.697204211,4.0428,1.3798,6.5202,6.707,7.772,68.54,112.42,4.203,18.272,8.5654,15.4095,1.4056,1231.09,143.86,8.4426,0.9893,33.3,35.73,6.2842
2016-02-20,1.403508772,0.898714838,1.511715797,0.697204211,4.0428,1.3798,6.5202,6.707,7.772,68.54,112.42,4.203,18.272,8.5654,15.4095,1.4056,1231.09,143.86,8.4426,0.9893,33.3,35.73,6.2842
2016-02-21,1.403508772,0.898714838,1.511715797,0.697204211,4.0428,1.3798,6.5202,6.707,7.772,68.54,112.42,4.203,18.272,8.5654,15.4095,1.4056,1231.09,143.86,8.4426,0.9893,33.3,35.73,6.2842
2016-02-22,1.381597126,0.907605736,1.488095238,0.706364343,3.933,1.3684,6.5197,6.7725,7.7714,68.53,113.12,4.194,18.019,8.5997,15.183,1.3995,1223.32,143.28,8.5023,0.9986,33.15,35.73,6.2842
2016-02-23,1.387154945,0.907770516,1.501501502,0.712250712,3.974,1.3791,6.5263,6.7742,7.77,68.55,112.17,4.198,18.2,8.5984,15.205,1.4083,1230.05,143.32,8.4829,0.992,33.26,35.71,6.2842
2016-02-24,1.393339836,0.907358679,1.507840772,0.717772036,3.9774,1.3765,6.529,6.7707,7.7702,68.53,111.36,4.215,18.227,8.6713,15.6445,1.4062,1234.6,143.26,8.4859,0.986,33.3,35.68,6.2842
2016-02-25,1.387347392,0.906947216,1.492760113,0.71751453,3.929,1.3572,6.532,6.7671,7.7703,68.84,112.7,4.216,18.1305,8.6532,15.5805,1.4026,1237.39,143.55,8.5157,0.9894,33.19,35.66,6.2842
2016-02-26,1.402524544,0.914745701,1.504211793,0.721136511,4.012,1.3546,6.539,6.8234,7.7724,68.82,113.78,4.207,18.185,8.6826,16.155,1.4075,1242.59,143.9,8.5557,0.9967,33.29,35.73,6.2842
2016-02-27,1.402524544,0.914745701,1.504211793,0.721136511,4.012,1.3546,6.539,6.8234,7.7724,68.82,113.78,4.207,18.185,8.6826,16.155,1.4075,1242.59,143.9,8.5557,0.9967,33.29,35.73,6.2842
2016-02-28,1.402524544,0.914745701,1.504211793,0.721136511,4.012,1.3546,6.539,6.8234,7.7724,68.82,113.78,4.207,18.185,8.6826,16.155,1.4075,1242.59,143.9,8.5557,0.9967,33.29,35.73,6.2842
2016-02-29,1.398210291,0.920132499,1.514921982,0.718081287,3.9793,1.3522,6.5525,6.8632,7.7763,68.21,112.9,4.2,18.0675,8.6919,15.7465,1.4055,1238.09,144.06,8.5709,0.996,33.22,35.61,6.2842
2016-03-01,1.39431121,0.921913893,1.510802236,0.716948666,3.9475,1.3404,6.55,6.8759,7.7709,67.75,113.94,4.165,17.9,8.6574,15.5465,1.4012,1229.56,143.8,8.6312,0.9994,33.04,35.59,6.2842
2016-03-02,1.375894331,0.92208391,1.505570611,0.711288143,3.8948,1.3466,6.5499,6.8768,7.7745,67.4,113.81,4.16,17.8415,8.7023,15.6055,1.3998,1227.59,144.5,8.6321,0.9981,33.09,35.54,6.2842
2016-03-03,1.358695652,0.913408842,1.482359917,0.706613906,3.8246,1.3405,6.5312,6.8132,7.7707,67.15,113.53,4.13,17.9015,8.5932,15.5825,1.3895,1209.55,143.72,8.5418,0.992,32.92,35.43,6.2842
2016-03-04,1.346801347,0.908265213,1.47080453,0.702938282,3.728,1.3337,6.5064,6.7768,7.7647,66.9,113.91,4.111,17.7575,8.5072,15.3095,1.3747,1195.09,144.31,8.4779,0.9926,32.49,35.34,6.2842
2016-03-05,1.346801347,0.908265213,1.47080453,0.702938282,3.728,1.3337,6.5064,6.7768,7.7647,66.9,113.91,4.111,17.7575,8.5072,15.3095,1.3747,1195.09,144.31,8.4779,0.9926,32.49,35.34,6.2842
2016-03-06,1.346801347,0.908265213,1.47080453,0.702938282,3.728,1.3337,6.5064,6.7768,7.7647,66.9,113.91,4.111,17.7575,8.5072,15.3095,1.3747,1195.09,144.31,8.4779,0.9926,32.49,35.34,6.2842
2016-03-07,1.339225927,0.908760451,1.470372004,0.701459035,3.7745,1.33,6.5155,6.7825,7.7641,66.97,113.6,4.08,17.737,8.4984,15.283,1.3787,1200.08,144.31,8.4752,0.9969,32.54,35.41,6.2842
2016-03-08,1.342101731,0.906782735,1.477104874,0.702987698,3.7721,1.3388,6.5044,6.7664,7.7675,67.3,112.58,4.11,17.921,8.5397,15.3825,1.3833,1206.19,144.15,8.4776,0.9939,32.76,35.36,6.2842
2016-03-09,1.32837407,0.907276356,1.468644441,0.702444507,3.6902,1.3233,6.5105,6.7691,7.7648,67.07,113.06,4.121,17.7045,8.5066,15.145,1.3787,1206.82,144.23,8.4238,0.9957,32.75,35.26,6.2842
2016-03-10,1.343363783,0.895896793,1.499925004,0.699007409,3.6698,1.3372,6.507,6.6841,7.7639,67.2,113.1,4.09,17.8955,8.5309,15.3835,1.3816,1204.09,144.17,8.3712,0.9857,32.87,35.22,6.2842
2016-03-11,1.320655045,0.894454383,1.478633742,0.693192846,3.6166,1.3211,6.494,6.6726,7.7574,66.93,113.66,4.086,17.6905,8.3974,15.2005,1.3713,1184.56,144.9,8.3339,0.9813,32.58,35.05,9.975
2016-03-12,1.320655045,0.894454383,1.478633742,0.693192846,3.6166,1.3211,6.494,6.6726,7.7574,66.93,113.66,4.086,17.6905,8.3974,15.2005,1.3713,1184.56,144.9,8.3339,0.9813,32.58,35.05,9.975
2016-03-13,1.320655045,0.894454383,1.478633742,0.693192846,3.6166,1.3211,6.494,6.6726,7.7574,66.93,113.66,4.086,17.6905,8.3974,15.2005,1.3713,1184.56,144.9,8.3339,0.9813,32.58,35.05,9.975
2016-03-14,1.330671989,0.900333123,1.494768311,0.698129014,3.6265,1.3291,6.4984,6.7142,7.7578,67.15,113.59,4.101,17.777,8.471,15.5555,1.3761,1187.39,144.8,8.3326,0.986,32.68,35.1,9.975
2016-03-15,1.339584729,0.899928006,1.51194436,0.705915572,3.7298,1.3355,6.511,6.7113,7.76,67.33,112.88,4.132,17.9245,8.5487,15.945,1.3808,1194.99,144.8,8.3031,0.9852,32.86,35.11,9.975
2016-03-16,1.344989913,0.902934537,1.514921982,0.709219858,3.7998,1.3364,6.5189,6.7322,7.7621,67.24,113.69,4.135,17.9405,8.5798,16.14,1.3833,1190.59,144.9,8.3168,0.9879,32.77,35.05,9.975
2016-03-17,1.309414692,0.883704489,1.463057791,0.690131125,3.6201,1.2982,6.4745,6.5856,7.756,66.61,111.3,4.0565,17.392,8.3467,15.161,1.3507,1155.83,144.52,8.1867,0.968,32.24,34.76,9.975
2016-03-18,1.312680494,0.885582713,1.467997651,0.688989941,3.605,1.298,6.4682,6.5999,7.7533,66.34,111.38,4.0465,17.295,8.3382,15.256,1.3569,1160.11,144.85,8.209,0.9682,32.3,34.88,9.975
2016-03-19,1.312680494,0.885582713,1.467997651,0.688989941,3.605,1.298,6.4682,6.5999,7.7533,66.34,111.38,4.0465,17.295,8.3382,15.256,1.3569,1160.11,144.85,8.209,0.9682,32.3,34.88,9.975
2016-03-20,1.312680494,0.885582713,1.467997651,0.688989941,3.605,1.298,6.4682,6.5999,7.7533,66.34,111.38,4.0465,17.295,8.3382,15.256,1.3569,1160.11,144.85,8.209,0.9682,32.3,34.88,9.975
2016-03-21,1.316829076,0.888099467,1.478415139,0.694348007,3.6064,1.3067,6.4812,6.6191,7.7528,66.45,111.62,4.0585,17.39,8.3938,15.156,1.3582,1157.33,144.62,8.2166,0.9678,32.33,34.9,9.975
2016-03-22,1.31147541,0.890630566,1.479289941,0.703383274,3.5921,1.3051,6.4876,6.6378,7.7532,66.58,111.82,4,17.33,8.4002,15.219,1.3613,1154.58,144.62,8.2188,0.9705,32.34,34.95,9.975
2016-03-23,1.327492367,0.89493467,1.492091913,0.708666997,3.6735,1.3199,6.5035,6.67,7.7537,66.82,112.63,3.993,17.52,8.4854,15.3215,1.3659,1166.59,145.6,8.2672,0.9731,32.49,35.26,9.975
2016-03-24,1.330494944,0.895816537,1.493651979,0.707063565,3.7043,1.327,6.5124,6.6785,7.7601,66.82,112.64,4.027,17.626,8.4995,15.5225,1.3707,1168.09,146.3,8.3021,0.9766,32.5,35.32,9.975
2016-03-25,1.330140995,0.895736295,1.495886313,0.707664001,3.7028,1.3264,6.5131,6.6769,7.7577,66.82,113.05,4.035,17.5425,8.4853,15.4675,1.3708,1168.19,146.51,8.3066,0.978,32.49,35.28,9.975
2016-03-26,1.330140995,0.895736295,1.495886313,0.707664001,3.7028,1.3264,6.5131,6.6769,7.7577,66.82,113.05,4.035,17.5425,8.4853,15.4675,1.3708,1168.19,146.51,8.3066,0.978,32.49,35.28,9.975
2016-03-27,1.330140995,0.895736295,1.495886313,0.707664001,3.7028,1.3264,6.5131,6.6769,7.7577,66.82,113.05,4.035,17.5425,8.4853,15.4675,1.3708,1168.19,146.51,8.3066,0.978,32.49,35.28,9.975
2016-03-28,1.324678765,0.89206066,1.486104919,0.701754386,3.639,1.3184,6.5051,6.6515,7.7576,66.58,113.29,4.011,17.4535,8.4195,15.5755,1.3697,1163.39,147.2,8.2808,0.9732,32.56,35.34,9.975
2016-03-29,1.321527686,0.892538379,1.469939732,0.700231076,3.6726,1.3153,6.5063,6.6533,7.7566,66.46,113.33,3.9955,17.4885,8.4597,15.3655,1.3635,1164.69,147.6,8.2546,0.9744,32.57,35.39,9.975
2016-03-30,1.304291118,0.882612533,1.446340758,0.694927033,3.6145,1.2962,6.4648,6.5769,7.7531,66.37,112.6,3.938,17.255,8.3215,14.887,1.3515,1142.02,148.41,8.15,0.9636,32.16,35.24,9.975
2016-03-31,1.302592158,0.877963126,1.443834825,0.695361936,3.55,1.2969,6.448,6.5425,7.7563,66.25,112.42,3.9,17.214,8.252,14.71,1.3462,1138.86,145.25,8.0962,0.9583,32.18,35.09,9.975
2016-04-01,1.303441084,0.878348704,1.449485433,0.704027035,3.541,1.3047,6.4776,6.5424,7.7537,66.34,112.06,3.889,17.3205,8.3127,14.735,1.3482,1147.15,145.25,8.1164,0.9588,32.26,35.18,9.975
2016-04-02,1.303441084,0.878348704,1.449485433,0.704027035,3.541,1.3047,6.4776,6.5424,7.7537,66.34,112.06,3.889,17.3205,8.3127,14.735,1.3482,1147.15,145.25,8.1164,0.9588,32.26,35.18,9.975
2016-04-03,1.303441084,0.878348704,1.449485433,0.704027035,3.541,1.3047,6.4776,6.5424,7.7537,66.34,112.06,3.889,17.3205,8.3127,14.735,1.3482,1147.15,145.25,8.1164,0.9588,32.26,35.18,9.975
2016-04-04,1.313370108,0.878271562,1.459427904,0.700329155,3.5994,1.3037,6.4776,6.5353,7.7542,66.05,111.18,3.902,17.4575,8.3098,14.6805,1.3515,1151.35,145,8.1239,0.9597,32.38,35.23,9.975
2016-04-05,1.329964091,0.879198171,1.473405039,0.706763729,3.6659,1.3175,6.476,6.5338,7.7564,66.4,110.26,3.922,17.748,8.3486,15.07,1.3568,1158.39,144.36,8.1408,0.9572,32.44,35.28,9.975
2016-04-06,1.313542624,0.874890639,1.461988304,0.706114956,3.6538,1.3073,6.478,6.5125,7.7555,66.49,109.63,3.914,17.6655,8.2844,15.11,1.3464,1155.28,144.5,8.1378,0.9537,32.38,35.22,9.975
2016-04-07,1.332622601,0.878271562,1.476232654,0.710126402,3.7106,1.3163,6.4599,6.5344,7.7569,66.7,107.98,3.911,17.9125,8.3254,15.1465,1.3517,1156.81,144.5,8.152,0.9552,32.4,35.18,9.975
2016-04-08,1.323801959,0.876731545,1.467351431,0.708968451,3.6288,1.2994,6.4628,6.5234,7.7561,66.49,108.36,3.9,17.76,8.223,14.9605,1.3475,1148.89,144.5,8.1453,0.9536,32.4,35.1,9.975
2016-04-09,1.323801959,0.876731545,1.467351431,0.708968451,3.6288,1.2994,6.4628,6.5234,7.7561,66.49,108.36,3.9,17.76,8.223,14.9605,1.3475,1148.89,144.5,8.1453,0.9536,32.4,35.1,9.975
2016-04-10,1.323801959,0.876731545,1.467351431,0.708968451,3.6288,1.2994,6.4628,6.5234,7.7561,66.49,108.36,3.9,17.76,8.223,14.9605,1.3475,1148.89,144.5,8.1453,0.9536,32.4,35.1,9.975
2016-04-11,1.315962627,0.876270592,1.457725948,0.702247191,3.516,1.2912,6.458,6.5231,7.754,66.33,107.96,3.887,17.6385,8.1972,14.7055,1.3445,1141.97,144.7,8.1112,0.9538,32.33,35.04,9.975
2016-04-12,1.30565348,0.877577885,1.448855404,0.702049986,3.552,1.28,6.4639,6.5317,7.7545,66.35,108.54,3.878,17.5155,8.1703,14.6855,1.3448,1144.53,145.44,8.0701,0.9546,32.33,34.97,9.975
2016-04-13,1.307360439,0.886446237,1.445922499,0.70308655,3.5606,1.2789,6.4768,6.5978,7.7556,66.62,109.21,3.87,17.4905,8.2299,14.58,1.3519,1146.29,145.44,8.1415,0.9651,32.35,35.03,9.975
2016-04-14,1.297858533,0.887941751,1.456452083,0.706813684,3.5035,1.2835,6.481,6.6059,7.7562,66.56,109.2,3.89,17.367,8.2241,14.5225,1.3629,1151.99,145.6,8.1264,0.9667,32.41,35.09,9.975
2016-04-15,1.295840352,0.885347499,1.446549978,0.703383274,3.5362,1.2857,6.473,6.5871,7.7547,66.49,108.76,3.9,17.558,8.2278,14.5785,1.3562,1144.83,144.5,8.1234,0.967,32.32,35.01,9.975
2016-04-16,1.295840352,0.885347499,1.446549978,0.703383274,3.5362,1.2857,6.473,6.5871,7.7547,66.49,108.76,3.9,17.558,8.2278,14.5785,1.3562,1144.83,144.5,8.1234,0.967,32.32,35.01,9.975
2016-04-17,1.295840352,0.885347499,1.446549978,0.703383274,3.5362,1.2857,6.473,6.5871,7.7547,66.49,108.76,3.9,17.558,8.2278,14.5785,1.3562,1144.83,144.5,8.1234,0.967,32.32,35.01,9.975
2016-04-18,1.290988897,0.883236177,1.439677512,0.700476324,3.5977,1.2815,6.4717,6.5721,7.7549,66.42,108.85,3.925,17.4515,8.2129,14.481,1.3525,1144.48,144.75,8.1214,0.9636,32.32,34.98,9.975
2016-04-19,1.281065847,0.879120879,1.421666193,0.694637399,3.542,1.2654,6.4571,6.5429,7.7551,66.12,109.16,3.882,17.2935,8.1119,14.2855,1.3366,1126.01,146.3,8.074,0.9599,32.11,34.83,9.975
2016-04-20,1.279263144,0.882612533,1.429183936,0.695652174,3.5444,1.2623,6.4675,6.5679,7.7558,66.12,109.51,3.862,17.259,8.105,14.215,1.3426,1130.48,145.3,8.089,0.9671,32.18,34.84,9.975
2016-04-21,1.288992008,0.884877444,1.444251878,0.697447343,3.5444,1.2713,6.481,6.5841,7.7568,66.43,109.41,3.888,17.415,8.1741,14.28,1.3488,1135.49,145.3,8.1199,0.9722,32.27,35.06,9.975
2016-04-22,1.296512382,0.889758875,1.459002043,0.694927033,3.5864,1.2672,6.5004,6.6203,7.7564,66.6,111.5,3.896,17.444,8.217,14.4025,1.3532,1147.85,146.2,8.1244,0.9774,32.36,35.06,9.975
2016-04-23,1.296512382,0.889758875,1.459002043,0.694927033,3.5864,1.2672,6.5004,6.6203,7.7564,66.6,111.5,3.896,17.444,8.217,14.4025,1.3532,1147.85,146.2,8.1244,0.9774,32.36,35.06,9.975
2016-04-24,1.296512382,0.889758875,1.459002043,0.694927033,3.5864,1.2672,6.5004,6.6203,7.7564,66.6,111.5,3.896,17.444,8.217,14.4025,1.3532,1147.85,146.2,8.1244,0.9774,32.36,35.06,9.975
2016-04-25,1.295840352,0.886996629,1.458576429,0.690035882,3.5482,1.2678,6.49,6.6009,7.7559,66.65,111.08,3.901,17.601,8.1893,14.5175,1.3517,1147.76,145.2,8.1269,0.9742,32.34,35.07,9.975
2016-04-26,1.291822762,0.88354833,1.450326323,0.684415851,3.5269,1.2614,6.4905,6.5747,7.7553,66.4,111.23,3.92,17.386,8.136,14.3605,1.3516,1146.66,145.38,8.0938,0.9713,32.27,35.12,9.975
2016-04-27,1.316829076,0.883236177,1.459640928,0.687096331,3.5375,1.2637,6.494,6.5735,7.7561,66.52,111.26,3.91,17.379,8.1573,14.5055,1.3505,1151.5,145.52,8.0814,0.971,32.36,35.12,9.975
