,AUD,EUR,NZD,GBP,BRL,CAD,CNY,DKK,HKD,INR,JPY,MYR,MXN,NOK,ZAR,SGD,KRW,LKR,SEK,CHF,TWD,THB,VEB
2021-03-28,1.310787783,0.847601288,1.429183936,0.724952878,5.7132,1.2577,6.5412,6.3025,7.7686,72.65,109.55,4.1445,20.573,8.5802,14.995,1.3454,1129.26,198.55,8.6451,0.9398,28.59,31.15,1848339.694
2021-03-29,1.308386759,0.848968503,1.42551675,0.725005438,5.7778,1.2592,6.5696,6.3139,7.7725,72.75,109.73,4.1397,20.585,8.528,14.8825,1.3478,1133.57,198.82,8.6905,0.9381,28.54,31.21,1885351.553
2021-03-30,1.314578678,0.852951211,1.431024614,0.72838517,5.7439,1.2626,6.5716,6.3427,7.7746,73.45,110.19,4.149,20.597,8.5476,14.91,1.3474,1133.44,199.02,8.7375,0.9427,28.51,31.3,1926348.254
2021-03-31,1.313542624,0.851571149,1.43081986,0.724900326,5.659,1.2571,6.5518,6.3335,7.7746,73.14,110.61,4.145,20.441,8.5326,14.7475,1.3442,1126.72,199.07,8.7185,0.9418,28.48,31.25,1963144.065
2021-04-01,1.315097317,0.849473327,1.425923285,0.723327306,5.6887,1.2569,6.5645,6.3173,7.7764,73.32,110.61,4.1454,20.3358,8.5324,14.645,1.3443,1131.63,198.73,8.7117,0.9409,28.53,31.23,1963144.125
2021-04-02,1.314578678,0.850123268,1.423892923,0.723327306,5.7075,1.2566,6.5646,6.3241,7.7759,73.37,110.67,4.138,20.305,8.5309,14.6457,1.3453,1127.3,198.87,8.7282,0.9419,28.51,31.31,1965604.188
2021-04-03,1.314578678,0.850123268,1.423892923,0.723327306,5.7075,1.2566,6.5646,6.3241,7.7759,73.37,110.67,4.138,20.305,8.5309,14.6457,1.3453,1127.3,198.87,8.7282,0.9419,28.51,31.31,1965604.188
2021-04-04,1.314578678,0.850123268,1.423892923,0.723327306,5.7075,1.2566,6.5646,6.3241,7.7759,73.37,110.67,4.138,20.305,8.5309,14.6457,1.3453,1127.3,198.87,8.7282,0.9419,28.51,31.31,1965604.188
2021-04-05,1.305994515,0.846740051,1.414827391,0.719062343,5.6584,1.2512,6.5649,6.2973,7.7755,73.29,110.08,4.1395,20.242,8.5023,14.5325,1.3411,1127.34,199.57,8.7018,0.9359,28.45,31.34,1965604.188
2021-04-06,1.305483029,0.843739453,1.419244962,0.722073796,5.6143,1.254,6.537,6.275,7.776,73.49,109.83,4.1291,20.141,8.4941,14.525,1.3393,1117.12,199.75,8.6374,0.9325,28.44,31.29,2065677.83
2021-04-07,1.311131506,0.841042893,1.423690205,0.726902668,5.6062,1.2614,6.5415,6.254,7.7849,74.35,109.67,4.1285,20.18,8.4534,14.5275,1.3398,1116.21,199.75,8.6088,0.9274,28.42,31.38,2073523.77
2021-04-08,1.308900524,0.840053763,1.419244962,0.727855011,5.5743,1.2576,6.5505,6.2479,7.7763,74.57,109.25,4.1351,20.09,8.4874,14.51,1.3403,1116.96,199.75,8.5581,0.9249,28.45,31.43,2104706.443
2021-04-09,1.310444241,0.840548037,1.419043565,0.728119994,5.6522,1.254,6.5522,6.2515,7.7783,74.72,109.64,4.1319,20.162,8.5062,14.585,1.3406,1120.84,199.75,8.5399,0.9249,28.43,31.45,2137158.124
2021-04-10,1.310444241,0.840548037,1.419043565,0.728119994,5.6522,1.254,6.5522,6.2515,7.7783,74.72,109.64,4.1319,20.162,8.5062,14.585,1.3406,1120.84,199.75,8.5399,0.9249,28.43,31.45,2137158.124
2021-04-11,1.310444241,0.840548037,1.419043565,0.728119994,5.6522,1.254,6.5522,6.2515,7.7783,74.72,109.64,4.1319,20.162,8.5062,14.585,1.3406,1120.84,199.75,8.5399,0.9249,28.43,31.45,2137158.124
2021-04-12,1.312335958,0.83984211,1.422677479,0.727749072,5.6974,1.2556,6.5475,6.2458,7.773,75.03,109.43,4.1351,20.101,8.4923,14.575,1.3413,1124.6,201.1,8.5795,0.9228,28.44,31.5,2230234.247
2021-04-13,1.310787783,0.837591088,1.420656343,0.727696114,5.6898,1.2541,6.5431,6.23,7.7739,75.27,109.19,4.1345,20.052,8.495,14.5225,1.342,1125.63,201.1,8.5271,0.9213,28.48,31.52,2284762.067
2021-04-14,1.293493727,0.835142809,1.398992725,0.725163162,5.6806,1.2515,6.5292,6.2106,7.7668,75.07,108.93,4.1252,20.058,8.3911,14.39,1.3355,1116.43,201.1,8.4549,0.9228,28.45,31.32,2329146.09
2021-04-15,1.290988897,0.835840856,1.395478649,0.725636746,5.611,1.2539,6.522,6.2163,7.7666,74.81,108.78,4.1222,19.918,8.3875,14.165,1.3347,1115.04,200.71,8.4573,0.9227,28.33,31.13,2309375.113
2021-04-16,1.292991983,0.834724541,1.401148942,0.723274989,5.6107,1.2498,6.5203,6.2074,7.7699,74.48,108.78,4.1248,19.912,8.365,14.31,1.334,1114.93,195.86,8.4425,0.9196,28.34,31.18,2375839.163
2021-04-17,1.292991983,0.834724541,1.401148942,0.723274989,5.6107,1.2498,6.5203,6.2074,7.7699,74.48,108.78,4.1248,19.912,8.365,14.31,1.334,1114.93,195.86,8.4425,0.9196,28.34,31.18,2375839.163
2021-04-18,1.292991983,0.834724541,1.401148942,0.723274989,5.6107,1.2498,6.5203,6.2074,7.7699,74.48,108.78,4.1248,19.912,8.365,14.31,1.334,1114.93,195.86,8.4425,0.9196,28.34,31.18,2375839.163
2021-04-19,1.28882588,0.831393415,1.393728223,0.715461115,5.5687,1.2534,6.5085,6.1822,7.7662,74.87,108.09,4.1221,19.811,8.3105,14.2375,1.3306,1115.03,189.05,8.4088,0.9155,28.15,31.19,2357676.246
2021-04-20,1.291655903,0.830220008,1.391594768,0.716589036,5.5185,1.2574,6.4981,6.1744,7.7609,75.38,108.07,4.1155,19.872,8.3365,14.2725,1.3285,1116.68,190.29,8.4245,0.9145,28.12,31.27,2378816.5
2021-04-21,1.289490651,0.831047951,1.386193513,0.717566016,5.5687,1.2484,6.4903,6.1799,7.7636,75.42,108.09,4.1185,19.884,8.338,14.235,1.3283,1117.8,191.61,8.4138,0.9166,28.09,31.27,2461292.047
2021-04-22,1.294498382,0.832500833,1.39528394,0.721969533,5.4971,1.249,6.491,6.1907,7.7596,75.11,108.17,4.109,19.874,8.3538,14.2925,1.3292,1117.3,192,8.4347,0.9182,28.09,31.38,2512035.654
2021-04-23,1.292156609,0.828569061,1.392951665,0.722282412,5.5011,1.2495,6.4945,6.1609,7.7605,74.97,107.94,4.1079,19.852,8.3125,14.275,1.3275,1115.1,193,8.403,0.9152,28.09,31.41,2500064.089
2021-04-24,1.292156609,0.828569061,1.392951665,0.722282412,5.5011,1.2495,6.4945,6.1609,7.7605,74.97,107.94,4.1079,19.852,8.3125,14.275,1.3275,1115.1,193,8.403,0.9152,28.09,31.41,2500064.089
2021-04-25,1.292156609,0.828569061,1.392951665,0.722282412,5.5011,1.2495,6.4945,6.1609,7.7605,74.97,107.94,4.1079,19.852,8.3125,14.275,1.3275,1115.1,193,8.403,0.9152,28.09,31.41,2500064.089
2021-04-26,1.281722635,0.827609037,1.382743363,0.719942405,5.4508,1.2399,6.4844,6.1541,7.7601,74.75,108.12,4.0964,19.843,8.283,14.25,1.3258,1110.88,193.66,8.3818,0.9145,27.89,31.43,2641232.034
2021-04-27,1.286173633,0.827883103,1.386385692,0.719010641,5.4342,1.2396,6.483,6.1562,7.7612,74.58,108.56,4.0956,19.974,8.2791,14.355,1.3257,1109.6,194,8.3775,0.9134,27.89,31.34,2714522.808
2021-04-28,1.287332647,0.826582906,1.380834024,0.718545664,5.3964,1.2354,6.4771,6.1455,7.7637,74.49,108.81,4.1005,19.942,8.2252,14.265,1.3253,1112.28,194,8.3651,0.9124,27.9,31.37,2682108.311
2021-04-29,1.28882588,0.825763832,1.382934587,0.71653769,5.3624,1.2295,6.471,6.1394,7.7635,74.07,108.94,4.1005,20.109,8.2149,14.31,1.3264,1108.54,196,8.3793,0.9099,27.85,31.23,2717905.727
2021-04-30,1.296008294,0.831255195,1.394894685,0.722647781,5.4194,1.2291,6.4749,6.1811,7.7664,74,109.33,4.0857,20.169,8.3031,14.49,1.3298,1115.58,197,8.4503,0.9127,27.9,31.16,2739286.432
2021-05-01,1.296008294,0.831255195,1.394894685,0.722647781,5.4194,1.2291,6.4749,6.1811,7.7664,74,109.33,4.0857,20.169,8.3031,14.49,1.3298,1115.58,197,8.4503,0.9127,27.9,31.16,2739286.432
2021-05-02,1.296008294,0.831255195,1.394894685,0.722647781,5.4194,1.2291,6.4749,6.1811,7.7664,74,109.33,4.0857,20.169,8.3031,14.49,1.3298,1115.58,197,8.4503,0.9127,27.9,31.16,2739286.432
2021-05-03,1.288992008,0.829256157,1.389467834,0.718752246,5.3857,1.2275,6.4749,6.1662,7.7662,73.82,109.08,4.1033,20.2,8.2867,14.3875,1.3296,1122.88,197,8.4229,0.9116,27.93,31.14,2815817.296
2021-05-04,1.300728408,0.832362244,1.40291807,0.720824623,5.449,1.232,6.4749,6.1881,7.7677,73.8,109.34,4.1203,20.256,8.3577,14.485,1.3371,1122.05,196.36,8.4835,0.9136,27.98,31.2,2789876.634
2021-05-05,1.290322581,0.833125052,1.386770212,0.718752246,5.3648,1.2262,6.4749,6.1955,7.7697,73.81,109.27,4.1182,20.216,8.3519,14.3625,1.3353,1125.82,196.33,8.4894,0.913,27.96,31.14,2833357.965
2021-05-06,1.287332647,0.829944394,1.384849744,0.720461095,5.2804,1.2192,6.4635,6.1714,7.7686,73.64,109.17,4.1219,20.177,8.3175,14.2225,1.3342,1121.94,196,8.4392,0.9096,27.95,31.24,2859158.708
2021-05-07,1.272102786,0.822030415,1.370614035,0.714285714,5.214,1.2137,6.431,6.1126,7.7664,73.27,108.52,4.11,19.901,8.2085,14.055,1.3237,1121.06,197.5,8.3142,0.9009,27.89,31.07,2854833.453
2021-05-08,1.272102786,0.822030415,1.370614035,0.714285714,5.214,1.2137,6.431,6.1126,7.7664,73.27,108.52,4.11,19.901,8.2085,14.055,1.3237,1121.06,197.5,8.3142,0.9009,27.89,31.07,2854833.453
2021-05-09,1.272102786,0.822030415,1.370614035,0.714285714,5.214,1.2137,6.431,6.1126,7.7664,73.27,108.52,4.11,19.901,8.2085,14.055,1.3237,1121.06,197.5,8.3142,0.9009,27.89,31.07,2854833.453
2021-05-10,1.269680041,0.821692687,1.368925394,0.706563979,5.2244,1.2085,6.4156,6.1097,7.7651,73.41,108.7,4.1032,19.87,8.2294,13.9975,1.3233,1112.28,197.5,8.3094,0.8986,27.77,31.07,2840490.41
2021-05-11,1.275022313,0.82176021,1.374570447,0.706763729,5.2124,1.2092,6.4285,6.1096,7.7677,73.39,108.53,4.117,19.855,8.2523,13.9775,1.3251,1119.38,195.87,8.3055,0.902,27.92,31.18,2829478.213
2021-05-12,1.292991983,0.82822594,1.395478649,0.710176834,5.2529,1.2104,6.4566,6.158,7.7667,73.53,109.53,4.1245,20.116,8.3276,14.07,1.3334,1124.33,196.07,8.4164,0.9088,27.95,31.29,2817817.63
2021-05-13,1.294833614,0.828500414,1.39275766,0.712606,5.2793,1.2147,6.4506,6.1608,7.7686,73.48,109.56,4.1245,20.046,8.3788,14.1075,1.3339,1130.35,196.73,8.4165,0.9068,27.95,31.33,2827947.477
2021-05-14,1.28600823,0.823655383,1.380452789,0.709421112,5.2574,1.2114,6.4367,6.1254,7.7663,73.23,109.37,4.1245,19.86,8.2371,14.1125,1.3326,1126.76,196.73,8.3399,0.9021,27.96,31.35,2902569.752
2021-05-15,1.28600823,0.823655383,1.380452789,0.709421112,5.2574,1.2114,6.4367,6.1254,7.7663,73.23,109.37,4.1245,19.86,8.2371,14.1125,1.3326,1126.76,196.73,8.3399,0.9021,27.96,31.35,2902569.752
2021-05-16,1.28600823,0.823655383,1.380452789,0.709421112,5.2574,1.2114,6.4367,6.1254,7.7663,73.23,109.37,4.1245,19.86,8.2371,14.1125,1.3326,1126.76,196.73,8.3399,0.9021,27.96,31.35,2902569.752
2021-05-17,1.287830006,0.822706705,1.386577926,0.707864373,5.2594,1.2073,6.4388,6.1174,7.7661,73.3,109.17,4.13,19.8,8.2655,14.105,1.3353,1136.03,196.73,8.3312,0.9016,28.09,31.49,2959262.258
2021-05-18,1.285016705,0.819470622,1.381406272,0.705019741,5.2359,1.2061,6.425,6.0937,7.7657,73.04,109.01,4.1235,19.828,8.2179,14.01,1.3305,1129.67,196.61,8.2972,0.8986,27.96,31.42,2924619.53
2021-05-19,1.289823294,0.818598559,1.391401141,0.705766109,5.265,1.2089,6.4342,6.0859,7.7647,73.2,108.76,4.1344,19.8,8.2839,14.015,1.3316,1128.18,196,8.325,0.9003,27.98,31.38,2947457.25
2021-05-20,1.285347044,0.81799591,1.386577926,0.705119165,5.2831,1.2049,6.4339,6.0822,7.7631,73.03,108.79,4.145,19.877,8.2933,13.97,1.3308,1127.74,196,8.2983,0.8985,27.96,31.37,3019361.942
2021-05-21,1.293493727,0.821152899,1.395673412,0.706314451,5.3235,1.2072,6.4339,6.1062,7.764,72.82,108.94,4.139,19.94,8.3992,13.9425,1.3317,1126.59,196.77,8.3251,0.8987,27.97,31.36,3042400.774
2021-05-22,1.293493727,0.821152899,1.395673412,0.706314451,5.3235,1.2072,6.4339,6.1062,7.764,72.82,108.94,4.139,19.94,8.3992,13.9425,1.3317,1126.59,196.77,8.3251,0.8987,27.97,31.36,3042400.774
2021-05-23,1.293493727,0.821152899,1.395673412,0.706314451,5.3235,1.2072,6.4339,6.1062,7.764,72.82,108.94,4.139,19.94,8.3992,13.9425,1.3317,1126.59,196.77,8.3251,0.8987,27.97,31.36,3042400.774
2021-05-24,1.291822762,0.819000819,1.387925052,0.706863646,5.3223,1.2082,6.4177,6.0902,7.7652,72.86,108.81,4.144,19.863,8.3577,13.92,1.3291,1125.28,196.77,8.3226,0.8973,27.93,31.35,3037517.085
2021-05-25,1.291822762,0.817460966,1.385809313,0.708064859,5.306,1.2069,6.41,6.0784,7.7624,72.78,108.95,4.1432,19.888,8.3231,13.8525,1.3266,1123.21,197.92,8.2798,0.8971,27.9,31.34,3046213.25
2021-05-26,1.291489087,0.819403474,1.37136588,0.707764173,5.3062,1.2111,6.3905,6.0931,7.7622,72.71,109.1,4.1432,19.894,8.349,13.76,1.3245,1117.63,197.55,8.3117,0.8973,27.78,31.23,3047911.121
2021-05-27,1.292657704,0.820075447,1.371553971,0.705616709,5.2642,1.2075,6.3824,6.0979,7.7608,72.59,109.81,4.1375,19.97,8.3615,13.785,1.3246,1117.47,197.55,8.2918,0.8977,27.8,31.28,3062607.126
2021-05-28,1.297690112,0.820075447,1.37892995,0.704820975,5.2187,1.2087,6.3674,6.0985,7.761,72.42,109.83,4.1302,19.93,8.347,13.7475,1.3226,1114.48,197.55,8.3019,0.8995,27.7,31.24,3059039.264
2021-05-29,1.297690112,0.820075447,1.37892995,0.704820975,5.2187,1.2087,6.3674,6.0985,7.761,72.42,109.83,4.1302,19.93,8.347,13.7475,1.3226,1114.48,197.55,8.3019,0.8995,27.7,31.24,3059039.264
2021-05-30,1.297690112,0.820075447,1.37892995,0.704820975,5.2187,1.2087,6.3674,6.0985,7.761,72.42,109.83,4.1302,19.93,8.347,13.7475,1.3226,1114.48,197.55,8.3019,0.8995,27.7,31.24,3059039.264
2021-05-31,1.297690112,0.820075447,1.37892995,0.704820975,5.2187,1.2087,6.3674,6.0985,7.761,72.42,109.83,4.1302,19.93,8.347,13.7475,1.3226,1114.48,197.55,8.3019,0.8995,27.7,31.24,3059039.264
2021-06-01,1.287830006,0.816926722,1.377979881,0.705815923,5.1631,1.2031,6.3796,6.0751,7.7594,72.83,109.43,4.1253,19.897,8.3051,13.755,1.3215,1106.43,197,8.2624,0.8954,27.56,31.17,3107977.11
2021-06-02,1.28998968,0.81879964,1.38026225,0.705367849,5.0743,1.2047,6.3805,6.0882,7.7595,72.97,109.59,4.124,19.895,8.2982,13.56,1.3221,1110.37,197.5,8.2665,0.898,27.63,31.11,3107405.427
2021-06-03,1.306847883,0.824946378,1.399776036,0.709270161,5.0777,1.2116,6.4036,6.1343,7.7584,73.01,110.28,4.1215,20.065,8.3899,13.6425,1.3278,1117.63,197.05,8.3381,0.9051,27.68,31.21,3107977
2021-06-04,1.291655903,0.821490183,1.388117712,0.705467372,5.067,1.2088,6.3945,6.1091,7.7566,72.87,109.42,4.1269,19.927,8.3063,13.45,1.324,1112.03,197.05,8.2659,0.899,27.66,31.17,3107977
2021-06-05,1.291655903,0.821490183,1.388117712,0.705467372,5.067,1.2088,6.3945,6.1091,7.7566,72.87,109.42,4.1269,19.927,8.3063,13.45,1.324,1112.03,197.05,8.2659,0.899,27.66,31.17,3107977
2021-06-06,1.291655903,0.821490183,1.388117712,0.705467372,5.067,1.2088,6.3945,6.1091,7.7566,72.87,109.42,4.1269,19.927,8.3063,13.45,1.324,1112.03,197.05,8.2659,0.899,27.66,31.17,3107977
2021-06-07,1.287830006,0.819672131,1.380834024,0.705268355,5.019,1.2062,6.3963,6.0963,7.7592,72.8,109.25,4.1269,19.78,8.2609,13.5,1.3226,1111.01,197.11,8.2576,0.8969,27.73,31.2,3106132.557
2021-06-08,1.291822762,0.821018062,1.389660923,0.706913615,5.0383,1.2101,6.4,6.1055,7.7599,72.93,109.47,4.1197,19.772,8.2596,13.5725,1.324,1116.43,197.55,8.2632,0.8963,27.71,31.21,3103263.444
2021-06-09,1.293493727,0.820748523,1.393728223,0.708014727,5.0651,1.2102,6.3865,6.1029,7.7599,72.98,109.61,4.1175,19.686,8.2733,13.67,1.3246,1116.58,197.69,8.2594,0.8958,27.73,31.15,3119881.357
2021-06-10,1.28998968,0.821490183,1.389081817,0.705965408,5.0672,1.2095,6.3929,6.1086,7.7599,73.1,109.49,4.119,19.675,8.2732,13.6,1.3239,1114.17,198,8.2494,0.8951,27.66,31.15,3115611.643
2021-06-11,1.299376299,0.826377985,1.403508772,0.708516367,5.1299,1.2162,6.3967,6.1452,7.7604,73.24,109.75,4.1071,19.961,8.3486,13.7275,1.3264,1116.57,197.6,8.3263,0.8993,27.69,31.08,3125807.783
2021-06-12,1.299376299,0.826377985,1.403508772,0.708516367,5.1299,1.2162,6.3967,6.1452,7.7604,73.24,109.75,4.1071,19.961,8.3486,13.7275,1.3264,1116.57,197.6,8.3263,0.8993,27.69,31.08,3125807.783
2021-06-13,1.299376299,0.826377985,1.403508772,0.708516367,5.1299,1.2162,6.3967,6.1452,7.7604,73.24,109.75,4.1071,19.961,8.3486,13.7275,1.3264,1116.57,197.6,8.3263,0.8993,27.69,31.08,3125807.783
2021-06-14,1.295672454,0.824674254,1.399384271,0.708415982,5.0567,1.2131,6.3979,6.1321,7.7621,73.16,109.98,4.1135,19.915,8.3096,13.7475,1.3265,1117.57,197.53,8.3174,0.8991,27.69,31.12,3112623.351
2021-06-15,1.302761855,0.825082508,1.406469761,0.710580544,5.0911,1.2202,6.4052,6.1356,7.7618,73.35,110.12,4.1157,20.169,8.3454,13.835,1.3283,1118.33,197.53,8.3387,0.8985,27.67,31.17,3129724.875
2021-06-16,1.296680498,0.82515059,1.399580126,0.708717222,4.9991,1.2165,6.3969,6.1361,7.7621,73.31,109.88,4.1155,20.044,8.3698,13.695,1.3261,1118.42,197.69,8.3577,0.8986,27.64,31.17,3105259.972
2021-06-17,1.323626737,0.839560071,1.427755568,0.718597298,5.0244,1.2353,6.4477,6.2428,7.7643,74.16,110.28,4.1382,20.468,8.5428,14.1125,1.3427,1130.14,197.92,8.5405,0.9173,27.78,31.42,3097272
2021-06-18,1.333511135,0.842318059,1.441129846,0.72374611,5.0405,1.2437,6.4525,6.2626,7.7627,74.14,110.21,4.1376,20.671,8.6769,14.295,1.3445,1135.28,197.69,8.6193,0.9215,27.81,31.48,3106022.657
2021-06-19,1.333511135,0.842318059,1.441129846,0.72374611,5.0405,1.2437,6.4525,6.2626,7.7627,74.14,110.21,4.1376,20.671,8.6769,14.295,1.3445,1135.28,197.69,8.6193,0.9215,27.81,31.48,3106022.657
2021-06-20,1.333511135,0.842318059,1.441129846,0.72374611,5.0405,1.2437,6.4525,6.2626,7.7627,74.14,110.21,4.1376,20.671,8.6769,14.295,1.3445,1135.28,197.69,8.6193,0.9215,27.81,31.48,3106022.657
2021-06-21,1.32837407,0.839701066,1.431024614,0.71864894,5.0306,1.237,6.4659,6.2439,7.7641,74.18,110.22,4.147,20.597,8.5804,14.2425,1.3439,1134.19,198,8.5387,0.9184,27.93,31.65,3130752.313
2021-06-22,1.32837407,0.839630563,1.428163382,0.7183392,4.9994,1.2364,6.4811,6.2434,7.7666,74.37,110.75,4.159,20.583,8.5729,14.3325,1.3457,1137.07,198.14,8.504,0.92,28.01,31.73,3139428.883
2021-06-23,1.317696666,0.836820084,1.416631251,0.715461115,4.9518,1.2286,6.4727,6.2222,7.7649,74.13,110.86,4.159,20.26,8.5058,14.1775,1.3442,1133.89,197.99,8.4787,0.9169,27.96,31.82,3170570.786
2021-06-24,1.320480655,0.838433806,1.418439716,0.719062343,4.9169,1.2337,6.4701,6.2346,7.7628,74.14,110.91,4.161,20.044,8.5145,14.255,1.3437,1131.5,198.52,8.4698,0.9188,27.98,31.9,3175454.976
2021-06-25,1.316655695,0.837520938,1.413427562,0.719476221,4.9245,1.2293,6.4545,6.228,7.7612,74.14,110.78,4.1542,19.793,8.4935,14.0975,1.3421,1127.36,198.5,8.4826,0.9175,27.91,31.77,3175455
2021-06-26,1.316655695,0.837520938,1.413427562,0.719476221,4.9245,1.2293,6.4545,6.228,7.7612,74.14,110.78,4.1542,19.793,8.4935,14.0975,1.3421,1127.36,198.5,8.4826,0.9175,27.91,31.77,3175455
2021-06-27,1.316655695,0.837520938,1.413427562,0.719476221,4.9245,1.2293,6.4545,6.228,7.7612,74.14,110.78,4.1542,19.793,8.4935,14.0975,1.3421,1127.36,198.5,8.4826,0.9175,27.91,31.77,3175455
2021-06-28,1.320306311,0.83766125,1.417635384,0.719683339,4.9451,1.2325,6.4555,6.2296,7.7623,74.29,110.5,4.143,19.78,8.5185,14.205,1.3422,1130.29,199,8.5067,0.9184,27.89,31.92,3188910.755
2021-06-29,1.330317946,0.8399832,1.429592566,0.722282412,4.9378,1.2378,6.4635,6.2455,7.764,74.29,110.53,4.15,19.802,8.5477,14.325,1.3453,1131.68,199,8.5217,0.9201,27.93,32.08,3188910.75
2021-06-30,1.334044824,0.844024308,1.43307538,0.724322758,5.0083,1.2404,6.4566,6.2764,7.7658,74.33,111.05,4.1479,19.906,8.6154,14.29,1.3453,1130.42,198.85,8.5609,0.9253,27.91,32.06,3196069.318
2021-07-01,1.338329764,0.843383655,1.432664756,0.725689405,5.0339,1.2405,6.4679,6.2716,7.7656,74.56,111.56,4.1575,19.987,8.6172,14.4375,1.3481,1134.37,199,8.5749,0.9253,27.91,32.08,3212546.857
2021-07-02,1.333511135,0.844024308,1.427144284,0.724900326,5.0431,1.2346,6.4721,6.2761,7.7667,74.51,111.28,4.162,19.844,8.6123,14.2625,1.3482,1132.42,199,8.5561,0.9224,27.94,32.1,3238205.097
2021-07-03,1.333511135,0.844024308,1.427144284,0.724900326,5.0431,1.2346,6.4721,6.2761,7.7667,74.51,111.28,4.162,19.844,8.6123,14.2625,1.3482,1132.42,199,8.5561,0.9224,27.94,32.1,3238205.097
2021-07-04,1.333511135,0.844024308,1.427144284,0.724900326,5.0431,1.2346,6.4721,6.2761,7.7667,74.51,111.28,4.162,19.844,8.6123,14.2625,1.3482,1132.42,199,8.5561,0.9224,27.94,32.1,3238205.097
2021-07-05,1.333511135,0.844024308,1.427144284,0.724900326,5.0431,1.2346,6.4721,6.2761,7.7667,74.51,111.28,4.162,19.844,8.6123,14.2625,1.3482,1132.42,199,8.5561,0.9224,27.94,32.1,3238205.097
2021-07-06,1.334044824,0.846310088,1.426737052,0.725058005,5.1803,1.2466,6.4786,6.2935,7.767,74.58,110.66,4.154,19.984,8.7028,14.3675,1.3478,1137.17,198.5,8.5862,0.9245,28,32.26,3238205
2021-07-07,1.336005344,0.847242227,1.425923285,0.725058005,5.2678,1.2506,6.4718,6.2994,7.7672,74.81,110.62,4.1605,19.987,8.7354,14.3425,1.3483,1141.26,198.5,8.6261,0.9252,28.01,32.32,3235599.435
2021-07-08,1.34462821,0.844594595,1.438434983,0.726374664,5.2336,1.2533,6.4898,6.2803,7.768,74.76,109.82,4.18,19.965,8.777,14.2875,1.3525,1147.96,198.5,8.5879,0.9153,28.01,32.52,3239203.661
2021-07-09,1.336898396,0.843099233,1.431844215,0.722438954,5.2579,1.2476,6.4788,6.27,7.7676,74.53,110.18,4.1894,19.881,8.6986,14.2575,1.352,1145.08,198.7,8.5788,0.9151,27.98,32.52,3252526.156
2021-07-10,1.336898396,0.843099233,1.431844215,0.722438954,5.2579,1.2476,6.4788,6.27,7.7676,74.53,110.18,4.1894,19.881,8.6986,14.2575,1.352,1145.08,198.7,8.5788,0.9151,27.98,32.52,3252526.156
2021-07-11,1.336898396,0.843099233,1.431844215,0.722438954,5.2579,1.2476,6.4788,6.27,7.7676,74.53,110.18,4.1894,19.881,8.6986,14.2575,1.352,1145.08,198.7,8.5788,0.9151,27.98,32.52,3252526.156
2021-07-12,1.335113485,0.843312532,1.431434297,0.720149791,5.1939,1.2455,6.4751,6.2717,7.7669,74.56,110.36,4.1901,19.844,8.6939,14.4,1.3516,1146.29,198.52,8.575,0.9154,28,32.69,3267735.576
2021-07-13,1.338508901,0.846525015,1.434308663,0.722178089,5.1544,1.2511,6.4685,6.296,7.7651,74.51,110.36,4.191,19.991,8.7392,14.605,1.3538,1146.29,199,8.628,0.9164,28,32.6,3282856.156
2021-07-14,1.338867318,0.845594453,1.423284942,0.721813195,5.0861,1.2521,6.4688,6.2883,7.7673,74.54,110.03,4.199,19.892,8.7479,14.5525,1.3543,1147.43,198.5,8.6245,0.9154,27.99,32.65,3313353.38
2021-07-15,1.344809037,0.847026935,1.429796969,0.722073796,5.118,1.2575,6.46,6.2992,7.7677,74.55,110.05,4.201,19.928,8.8145,14.5475,1.3545,1141.21,198.5,8.6704,0.9186,27.89,32.67,3383172.782
2021-07-16,1.349709812,0.846740051,1.426330053,0.725426188,5.0922,1.2586,6.4785,6.2983,7.7676,74.61,110.13,4.204,19.838,8.8346,14.4,1.356,1139.35,199,8.6762,0.9192,27.98,32.79,3434786.239
2021-07-17,1.349709812,0.846740051,1.426330053,0.725426188,5.0922,1.2586,6.4785,6.2983,7.7676,74.61,110.13,4.204,19.838,8.8346,14.4,1.356,1139.35,199,8.6762,0.9192,27.98,32.79,3434786.239
2021-07-18,1.349709812,0.846740051,1.426330053,0.725426188,5.0922,1.2586,6.4785,6.2983,7.7676,74.61,110.13,4.204,19.838,8.8346,14.4,1.356,1139.35,199,8.6762,0.9192,27.98,32.79,3434786.239
2021-07-19,1.361841209,0.847170451,1.440092166,0.73046019,5.21,1.2752,6.4893,6.3005,7.7705,74.85,109.45,4.2235,20,8.9323,14.5125,1.3628,1147.17,199.5,8.6806,0.9179,28.05,32.84,3539413.14
2021-07-20,1.365187713,0.849184783,1.446340758,0.734484025,5.219,1.2724,6.4845,6.3164,7.7728,74.6,109.92,4.2235,20.147,9.0168,14.6275,1.3673,1150.45,199.05,8.7038,0.9218,28.06,32.83,3609465.93
2021-07-21,1.359249694,0.847529452,1.43472023,0.730193501,5.2313,1.2538,6.4664,6.3042,7.7727,74.49,110.22,4.2316,20.153,8.888,14.575,1.3635,1153.03,199.05,8.6899,0.9179,28.06,32.83,3637813.668
2021-07-22,1.357773252,0.849545493,1.437401179,0.727272727,5.2071,1.2578,6.47,6.3189,7.7702,74.46,110.1,4.223,20.1934,8.8691,14.7275,1.3596,1149.99,199,8.6832,0.9195,28.02,32.88,3703417.75
